term_id,authorised_heading,search_term,search_term_display,search_normalized_heading,auth_Note,relationship,heading_type,lc_control_no,marc_tag,thesaurus
cash11817_750_1,"Young adult fiction, Canadian (French)--Québec (Province)",Roman pour jeunes adultes québécois,Roman pour jeunes adultes québécois (linked),roman pour jeunes adultes québécois,,linked,topical,cash11817,750,RVM
cash11817_750_2,"Young adult fiction, Canadian (French)--Québec (Province)","Young adult fiction, French-Canadian--Québec (Province)","Young adult fiction, French-Canadian--Québec (Province) (linked)","young adult fiction, french-canadian--québec (province)",,linked,topical,cash11817,750,LCSH
cash11818_150_1,Canadian literature (English)--Italian Canadian authors,Canadian literature (English)--Italian Canadian authors,Canadian literature (English)--Italian Canadian authors (authorised),canadian literature (english)--italian canadian authors,Chronological subdivisions cannot be added.,authorised,topical,cash11818,150,
cash11818_450_1,Canadian literature (English)--Italian Canadian authors,Italian Canadian literature (English),Italian Canadian literature (English) (see_from),italian canadian literature (english),,see_from,topical,cash11818,450,
cash11818_550_1,Canadian literature (English)--Italian Canadian authors,Canadian literature--Italian Canadian authors,Canadian literature--Italian Canadian authors (see_also),canadian literature--italian canadian authors,,see_also,topical,cash11818,550,
cash11818_550_2,Canadian literature (English)--Italian Canadian authors,Canadian literature (English)--Minority authors,Canadian literature (English)--Minority authors (see_also),canadian literature (english)--minority authors,,see_also,topical,cash11818,550,
cash11818_750_1,Canadian literature (English)--Italian Canadian authors,Littérature canadienne-anglaise--Auteurs canadiens d'origine italienne,Littérature canadienne-anglaise--Auteurs canadiens d'origine italienne (linked),littérature canadienne-anglaise--auteurs canadiens d'origine italienne,,linked,topical,cash11818,750,RVM
cash11818_750_2,Canadian literature (English)--Italian Canadian authors,Italian literature--Canada,Italian literature--Canada (linked),italian literature--canada,,linked,topical,cash11818,750,LCSH
cash11819_150_1,Canadian literature (English)--Ukrainian Canadian authors,Canadian literature (English)--Ukrainian Canadian authors,Canadian literature (English)--Ukrainian Canadian authors (authorised),canadian literature (english)--ukrainian canadian authors,Chronological subdivisions cannot be added.,authorised,topical,cash11819,150,
cash11819_450_1,Canadian literature (English)--Ukrainian Canadian authors,Ukrainian Canadian literature (English),Ukrainian Canadian literature (English) (see_from),ukrainian canadian literature (english),,see_from,topical,cash11819,450,
cash11819_550_1,Canadian literature (English)--Ukrainian Canadian authors,Canadian literature (English)--Minority authors,Canadian literature (English)--Minority authors (see_also),canadian literature (english)--minority authors,,see_also,topical,cash11819,550,
cash11819_550_2,Canadian literature (English)--Ukrainian Canadian authors,Canadian literature--Ukrainian Canadian authors,Canadian literature--Ukrainian Canadian authors (see_also),canadian literature--ukrainian canadian authors,,see_also,topical,cash11819,550,
cash11819_750_1,Canadian literature (English)--Ukrainian Canadian authors,Littérature canadienne-anglaise--Auteurs canadiens d'origine ukrainienne,Littérature canadienne-anglaise--Auteurs canadiens d'origine ukrainienne (linked),littérature canadienne-anglaise--auteurs canadiens d'origine ukrainienne,,linked,topical,cash11819,750,RVM
cash11819_750_2,Canadian literature (English)--Ukrainian Canadian authors,Ukrainian literature--Canada,Ukrainian literature--Canada (linked),ukrainian literature--canada,,linked,topical,cash11819,750,LCSH
cash11820_151_1,Prince Edward Island--Politics and government--1996-2007,Prince Edward Island--Politics and government--1996-2007,Prince Edward Island--Politics and government--1996-2007 (authorised),prince edward island--politics and government--1996-2007,,authorised,geographic,cash11820,151,
cash11820_451_1,Prince Edward Island--Politics and government--1996-2007,Prince Edward Island--Politics and government--1996-,Prince Edward Island--Politics and government--1996- (see_from),prince edward island--politics and government--1996-,,see_from,geographic,cash11820,451,
cash11820_751_1,Prince Edward Island--Politics and government--1996-2007,Île-du-Prince-Édouard--Politique et gouvernement--1996-2007,Île-du-Prince-Édouard--Politique et gouvernement--1996-2007 (linked),île-du-prince-édouard--politique et gouvernement--1996-2007,,linked,geographic,cash11820,751,RVM
cash11821_151_1,Canada--Armed Forces--Indigenous peoples,Canada--Armed Forces--Indigenous peoples,Canada--Armed Forces--Indigenous peoples (authorised),canada--armed forces--indigenous peoples,,authorised,geographic,cash11821,151,
cash11821_451_1,Canada--Armed Forces--Indigenous peoples,Canada--Armed Forces--Native peoples,Canada--Armed Forces--Native peoples (see_from),canada--armed forces--native peoples,,see_from,geographic,cash11821,451,
cash11821_450_1,Canada--Armed Forces--Indigenous peoples,Native peoples in military service--Canada,Native peoples in military service--Canada (see_from),native peoples in military service--canada,,see_from,topical,cash11821,450,
cash11821_450_2,Canada--Armed Forces--Indigenous peoples,Indigenous peoples in military service--Canada,Indigenous peoples in military service--Canada (see_from),indigenous peoples in military service--canada,,see_from,topical,cash11821,450,
cash11821_450_3,Canada--Armed Forces--Indigenous peoples,Native military personnel--Canada,Native military personnel--Canada (see_from),native military personnel--canada,,see_from,topical,cash11821,450,
cash11821_450_4,Canada--Armed Forces--Indigenous peoples,Indigenous military personnel--Canada,Indigenous military personnel--Canada (see_from),indigenous military personnel--canada,,see_from,topical,cash11821,450,
cash11821_450_5,Canada--Armed Forces--Indigenous peoples,Native peoples in the Canadian Armed Forces,Native peoples in the Canadian Armed Forces (see_from),native peoples in the canadian armed forces,,see_from,topical,cash11821,450,
cash11821_450_6,Canada--Armed Forces--Indigenous peoples,Indigenous peoples in the Canadian Armed Forces,Indigenous peoples in the Canadian Armed Forces (see_from),indigenous peoples in the canadian armed forces,,see_from,topical,cash11821,450,
cash11821_450_7,Canada--Armed Forces--Indigenous peoples,Native peoples in the Armed Forces--Canada,Native peoples in the Armed Forces--Canada (see_from),native peoples in the armed forces--canada,,see_from,topical,cash11821,450,
cash11821_450_8,Canada--Armed Forces--Indigenous peoples,Indigenous peoples in the Armed Forces--Canada,Indigenous peoples in the Armed Forces--Canada (see_from),indigenous peoples in the armed forces--canada,,see_from,topical,cash11821,450,
cash11821_451_2,Canada--Armed Forces--Indigenous peoples,Canada--Armed Forces--Aboriginal peoples,Canada--Armed Forces--Aboriginal peoples (see_from),canada--armed forces--aboriginal peoples,,see_from,geographic,cash11821,451,
cash11821_550_1,Canada--Armed Forces--Indigenous peoples,Indigenous peoples--Canada,Indigenous peoples--Canada (see_also),indigenous peoples--canada,,see_also,topical,cash11821,550,
cash11821_751_1,Canada--Armed Forces--Indigenous peoples,Canada--Forces armées--Peuples autochtones,Canada--Forces armées--Peuples autochtones (linked),canada--forces armées--peuples autochtones,,linked,geographic,cash11821,751,RVM
cash11822_151_1,Prince Edward Island--Politics and government--2007-,Prince Edward Island--Politics and government--2007-,Prince Edward Island--Politics and government--2007- (authorised),prince edward island--politics and government--2007-,,authorised,geographic,cash11822,151,
cash11822_451_1,Prince Edward Island--Politics and government--2007-,Prince Edward Island--Politics and government--1996-,Prince Edward Island--Politics and government--1996- (see_from),prince edward island--politics and government--1996-,,see_from,geographic,cash11822,451,
cash11822_751_1,Prince Edward Island--Politics and government--2007-,Île-du-Prince-Édouard--Politique et gouvernement--2007-,Île-du-Prince-Édouard--Politique et gouvernement--2007- (linked),île-du-prince-édouard--politique et gouvernement--2007-,,linked,geographic,cash11822,751,RVM
cash11823_150_1,South African Canadians,South African Canadians,South African Canadians (authorised),south african canadians,May be subdivided geographically. Here are entered works discussing Canadian citizens of South African ancestry.For examples of topical and form subdivisions applicable under headings for ethnic groups see subdivisions listed under Italian Canadians.,authorised,topical,cash11823,150,
cash11823_450_1,South African Canadians,South African Canadians--Canada,South African Canadians--Canada (see_from),south african canadians--canada,,see_from,topical,cash11823,450,
cash11823_450_2,South African Canadians,Canadians of South African ancestry,Canadians of South African ancestry (see_from),canadians of south african ancestry,,see_from,topical,cash11823,450,
cash11823_450_3,South African Canadians,Canadians of South African origin,Canadians of South African origin (see_from),canadians of south african origin,,see_from,topical,cash11823,450,
cash11823_451_1,South African Canadians,Canada--South Africans,Canada--South Africans (see_from),canada--south africans,,see_from,geographic,cash11823,451,
cash11823_550_1,South African Canadians,Africans--Canada,Africans--Canada (see_also),africans--canada,,see_also,topical,cash11823,550,
cash11823_550_2,South African Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11823,550,
cash11823_750_1,South African Canadians,Canadiens d'origine sud-africaine,Canadiens d'origine sud-africaine (linked),canadiens d'origine sud-africaine,,linked,topical,cash11823,750,RVM
cash11824_150_1,French language--Textbooks for second language learners--Berber speakers,French language--Textbooks for second language learners--Berber speakers,French language--Textbooks for second language learners--Berber speakers (authorised),french language--textbooks for second language learners--berber speakers,,authorised,topical,cash11824,150,
cash11824_450_1,French language--Textbooks for second language learners--Berber speakers,French language--Textbooks for non-French-speaking students--Berber,French language--Textbooks for non-French-speaking students--Berber (see_from),french language--textbooks for non-french-speaking students--berber,,see_from,topical,cash11824,450,
cash11824_750_1,French language--Textbooks for second language learners--Berber speakers,Français (Langue)--Manuels pour berbérophones,Français (Langue)--Manuels pour berbérophones (linked),français (langue)--manuels pour berbérophones,,linked,topical,cash11824,750,RVM
cash11825_150_1,French language--Textbooks for second language learners--Creole speakers,French language--Textbooks for second language learners--Creole speakers,French language--Textbooks for second language learners--Creole speakers (authorised),french language--textbooks for second language learners--creole speakers,,authorised,topical,cash11825,150,
cash11825_450_1,French language--Textbooks for second language learners--Creole speakers,French language--Textbooks for non-French-speaking students--Creole,French language--Textbooks for non-French-speaking students--Creole (see_from),french language--textbooks for non-french-speaking students--creole,,see_from,topical,cash11825,450,
cash11825_750_1,French language--Textbooks for second language learners--Creole speakers,Français (Langue)--Manuels pour créolophones,Français (Langue)--Manuels pour créolophones (linked),français (langue)--manuels pour créolophones,,linked,topical,cash11825,750,RVM
cash11826_150_1,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Second Narrows Bridge Collapse, Vancouver, B.C., 1958 (authorised)","second narrows bridge collapse, vancouver, b.c., 1958",,authorised,topical,cash11826,150,
cash11826_450_1,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Second Narrows Bridge Disaster, Vancouver, B.C., 1958","Second Narrows Bridge Disaster, Vancouver, B.C., 1958 (see_from)","second narrows bridge disaster, vancouver, b.c., 1958",,see_from,topical,cash11826,450,
cash11826_450_2,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Ironworkers Memorial Second Narrows Crossing Disaster, Vancouver, B.C., 1958","Ironworkers Memorial Second Narrows Crossing Disaster, Vancouver, B.C., 1958 (see_from)","ironworkers memorial second narrows crossing disaster, vancouver, b.c., 1958",,see_from,topical,cash11826,450,
cash11826_450_3,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Second Narrows Disaster, Vancouver, B.C., 1958","Second Narrows Disaster, Vancouver, B.C., 1958 (see_from)","second narrows disaster, vancouver, b.c., 1958",,see_from,topical,cash11826,450,
cash11826_450_4,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Second Narrows Collapse, Vancouver, B.C., 1958","Second Narrows Collapse, Vancouver, B.C., 1958 (see_from)","second narrows collapse, vancouver, b.c., 1958",,see_from,topical,cash11826,450,
cash11826_450_5,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Ironworkers Memorial Second Narrows Crossing Collapse, Vancouver, B.C., 1958","Ironworkers Memorial Second Narrows Crossing Collapse, Vancouver, B.C., 1958 (see_from)","ironworkers memorial second narrows crossing collapse, vancouver, b.c., 1958",,see_from,topical,cash11826,450,
cash11826_550_1,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958",Disasters--Canada,Disasters--Canada (see_also),disasters--canada,,see_also,topical,cash11826,550,
cash11826_550_2,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958",Bridge failures--Canada,Bridge failures--Canada (see_also),bridge failures--canada,,see_also,topical,cash11826,550,
cash11826_750_1,"Second Narrows Bridge Collapse, Vancouver, B.C., 1958","Effondrement du pont Second Narrows, Vancouver, C.-B., 1958","Effondrement du pont Second Narrows, Vancouver, C.-B., 1958 (linked)","effondrement du pont second narrows, vancouver, c.-b., 1958",,linked,topical,cash11826,750,RVM
cash11827_150_1,West Asian Canadians,West Asian Canadians,West Asian Canadians (authorised),west asian canadians,May be subdivided geographically.Here are entered works discussing Canadian citizens of West Asian ancestry.For examples of topical and form subdivisions applicable under this heading see subdivisions listed under Italian Canadians.,authorised,topical,cash11827,150,
cash11827_450_1,West Asian Canadians,Canadians of West Asian ancestry,Canadians of West Asian ancestry (see_from),canadians of west asian ancestry,,see_from,topical,cash11827,450,
cash11827_450_2,West Asian Canadians,Canadians of West Asian origin,Canadians of West Asian origin (see_from),canadians of west asian origin,,see_from,topical,cash11827,450,
cash11827_450_3,West Asian Canadians,West Asian Canadians--Canada,West Asian Canadians--Canada (see_from),west asian canadians--canada,,see_from,topical,cash11827,450,
cash11827_451_1,West Asian Canadians,Canada--West Asians,Canada--West Asians (see_from),canada--west asians,,see_from,geographic,cash11827,451,
cash11827_550_1,West Asian Canadians,Asian Canadians,Asian Canadians (see_also),asian canadians,,see_also,topical,cash11827,550,
cash11827_550_2,West Asian Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11827,550,
cash11827_750_1,West Asian Canadians,Canadiens d'origine ouest-asiatique,Canadiens d'origine ouest-asiatique (linked),canadiens d'origine ouest-asiatique,,linked,topical,cash11827,750,RVM
cash11828_150_1,"Poets, Canadian (French)--19th century--Biography","Poets, Canadian (French)--19th century--Biography","Poets, Canadian (French)--19th century--Biography (authorised)","poets, canadian (french)--19th century--biography",,authorised,topical,cash11828,150,
cash11828_750_1,"Poets, Canadian (French)--19th century--Biography",Poètes québécois--19e siècle--Biographies,Poètes québécois--19e siècle--Biographies (linked),poètes québécois--19e siècle--biographies,,linked,topical,cash11828,750,RVM
cash11829_150_1,"Poets, Canadian (French)--19th century--Portraits","Poets, Canadian (French)--19th century--Portraits","Poets, Canadian (French)--19th century--Portraits (authorised)","poets, canadian (french)--19th century--portraits",,authorised,topical,cash11829,150,
cash11829_750_1,"Poets, Canadian (French)--19th century--Portraits",Poètes québécois--19e siècle--Portraits,Poètes québécois--19e siècle--Portraits (linked),poètes québécois--19e siècle--portraits,,linked,topical,cash11829,750,RVM
cash11830_150_1,East Indian Canadian women,East Indian Canadian women,East Indian Canadian women (authorised),east indian canadian women,May be subdivided geographically.,authorised,topical,cash11830,150,
cash11830_450_1,East Indian Canadian women,East Indian Canadian women--Canada,East Indian Canadian women--Canada (see_from),east indian canadian women--canada,,see_from,topical,cash11830,450,
cash11830_450_2,East Indian Canadian women,"Women, East Indian Canadian","Women, East Indian Canadian (see_from)","women, east indian canadian",,see_from,topical,cash11830,450,
cash11830_550_1,East Indian Canadian women,East Indian Canadians,East Indian Canadians (see_also),east indian canadians,,see_also,topical,cash11830,550,
cash11830_550_2,East Indian Canadian women,Women--Canada,Women--Canada (see_also),women--canada,,see_also,topical,cash11830,550,
cash11830_550_3,East Indian Canadian women,Asian Canadian women,Asian Canadian women (see_also),asian canadian women,,see_also,topical,cash11830,550,
cash11830_750_1,East Indian Canadian women,Canadiennes d'origine indienne,Canadiennes d'origine indienne (linked),canadiennes d'origine indienne,,linked,topical,cash11830,750,RVM
cash11831_150_1,Arab Canadian youth,Arab Canadian youth,Arab Canadian youth (authorised),arab canadian youth,May be subdivided geographically.,authorised,topical,cash11831,150,
cash11831_450_1,Arab Canadian youth,Arab Canadian youth--Canada,Arab Canadian youth--Canada (see_from),arab canadian youth--canada,,see_from,topical,cash11831,450,
cash11831_450_2,Arab Canadian youth,"Youth, Arab Canadian","Youth, Arab Canadian (see_from)","youth, arab canadian",,see_from,topical,cash11831,450,
cash11831_550_1,Arab Canadian youth,Arab Canadians,Arab Canadians (see_also),arab canadians,,see_also,topical,cash11831,550,
cash11831_550_2,Arab Canadian youth,Youth--Canada,Youth--Canada (see_also),youth--canada,,see_also,topical,cash11831,550,
cash11831_750_1,Arab Canadian youth,Jeunesse canadienne d'origine arabe,Jeunesse canadienne d'origine arabe (linked),jeunesse canadienne d'origine arabe,,linked,topical,cash11831,750,RVM
cash11832_150_1,Canadian football teams,Canadian football teams,Canadian football teams (authorised),canadian football teams,May be subdivided geographically.,authorised,topical,cash11832,150,
cash11832_450_1,Canadian football teams,Canadian football teams--Canada,Canadian football teams--Canada (see_from),canadian football teams--canada,,see_from,topical,cash11832,450,
cash11832_450_2,Canadian football teams,Canadian football--Clubs,Canadian football--Clubs (see_from),canadian football--clubs,,see_from,topical,cash11832,450,
cash11832_450_3,Canadian football teams,Canadian football clubs,Canadian football clubs (see_from),canadian football clubs,,see_from,topical,cash11832,450,
cash11832_550_1,Canadian football teams,Canadian football,Canadian football (see_also),canadian football,,see_also,topical,cash11832,550,
cash11832_550_2,Canadian football teams,Football teams--Canada,Football teams--Canada (see_also),football teams--canada,,see_also,topical,cash11832,550,
cash11832_750_1,Canadian football teams,Football canadien--Équipes,Football canadien--Équipes (linked),football canadien--équipes,,linked,topical,cash11832,750,RVM
cash11833_150_1,Angolan Canadians,Angolan Canadians,Angolan Canadians (authorised),angolan canadians,May be subdivided geographically.Here are entered works discussing Canadian citizens of Angolan ancestry.For examples of topical and form subdivisions applicable under headings for ethnic groups see subdivisions listed under Italian Canadians.,authorised,topical,cash11833,150,
cash11833_450_1,Angolan Canadians,Angolan Canadians--Canada,Angolan Canadians--Canada (see_from),angolan canadians--canada,,see_from,topical,cash11833,450,
cash11833_450_2,Angolan Canadians,Canadians of Angolan ancestry,Canadians of Angolan ancestry (see_from),canadians of angolan ancestry,,see_from,topical,cash11833,450,
cash11833_450_3,Angolan Canadians,Canadians of Angolan ethnic origin,Canadians of Angolan ethnic origin (see_from),canadians of angolan ethnic origin,,see_from,topical,cash11833,450,
cash11833_450_4,Angolan Canadians,Canadians of Angolan origin,Canadians of Angolan origin (see_from),canadians of angolan origin,,see_from,topical,cash11833,450,
cash11833_451_1,Angolan Canadians,Canada--Angolans,Canada--Angolans (see_from),canada--angolans,,see_from,geographic,cash11833,451,
cash11833_550_1,Angolan Canadians,Africans--Canada,Africans--Canada (see_also),africans--canada,,see_also,topical,cash11833,550,
cash11833_550_2,Angolan Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11833,550,
cash11833_750_1,Angolan Canadians,Canadiens d'origine angolaise,Canadiens d'origine angolaise (linked),canadiens d'origine angolaise,,linked,topical,cash11833,750,RVM
cash11834_150_1,Ghanaian Canadians,Ghanaian Canadians,Ghanaian Canadians (authorised),ghanaian canadians,May be subdivided geographically. Here are entered works discussing Canadian citizens of Ghanaian ancestry.For examples of topical and form subdivisions applicable under headings for ethnic groups see subdivisions listed under Italian Canadians.,authorised,topical,cash11834,150,
cash11834_450_1,Ghanaian Canadians,Ghanaian Canadians--Canada,Ghanaian Canadians--Canada (see_from),ghanaian canadians--canada,,see_from,topical,cash11834,450,
cash11834_450_2,Ghanaian Canadians,Canadians of Ghanaian ancestry,Canadians of Ghanaian ancestry (see_from),canadians of ghanaian ancestry,,see_from,topical,cash11834,450,
cash11834_450_3,Ghanaian Canadians,Canadians of Ghanaian ethnic origin,Canadians of Ghanaian ethnic origin (see_from),canadians of ghanaian ethnic origin,,see_from,topical,cash11834,450,
cash11834_450_4,Ghanaian Canadians,Canadians of Ghanaian origin,Canadians of Ghanaian origin (see_from),canadians of ghanaian origin,,see_from,topical,cash11834,450,
cash11834_451_1,Ghanaian Canadians,Canada--Ghanaians,Canada--Ghanaians (see_from),canada--ghanaians,,see_from,geographic,cash11834,451,
cash11834_550_1,Ghanaian Canadians,Africans--Canada,Africans--Canada (see_also),africans--canada,,see_also,topical,cash11834,550,
cash11834_550_2,Ghanaian Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11834,550,
cash11834_750_1,Ghanaian Canadians,Canadiens d'origine ghanéenne,Canadiens d'origine ghanéenne (linked),canadiens d'origine ghanéenne,,linked,topical,cash11834,750,RVM
cash11835_150_1,Canadian literature--Korean Canadian authors,Canadian literature--Korean Canadian authors,Canadian literature--Korean Canadian authors (authorised),canadian literature--korean canadian authors,Chronological subdivisions cannot be added.,authorised,topical,cash11835,150,
cash11835_450_1,Canadian literature--Korean Canadian authors,Korean Canadian literature,Korean Canadian literature (see_from),korean canadian literature,,see_from,topical,cash11835,450,
cash11835_451_1,Canadian literature--Korean Canadian authors,Canada--Korean literature,Canada--Korean literature (see_from),canada--korean literature,,see_from,geographic,cash11835,451,
cash11835_550_1,Canadian literature--Korean Canadian authors,Canadian literature--Minority authors,Canadian literature--Minority authors (see_also),canadian literature--minority authors,,see_also,topical,cash11835,550,
cash11835_550_2,Canadian literature--Korean Canadian authors,Canadian literature--Asian Canadian authors,Canadian literature--Asian Canadian authors (see_also),canadian literature--asian canadian authors,,see_also,topical,cash11835,550,
cash11835_550_3,Canadian literature--Korean Canadian authors,Canadian literature (Korean),Canadian literature (Korean) (see_also),canadian literature (korean),,see_also,topical,cash11835,550,
cash11835_750_1,Canadian literature--Korean Canadian authors,Littérature canadienne--Auteurs canadiens d'origine coréenne,Littérature canadienne--Auteurs canadiens d'origine coréenne (linked),littérature canadienne--auteurs canadiens d'origine coréenne,,linked,topical,cash11835,750,RVM
cash11836_150_1,Canadian literature (English)--Korean Canadian authors,Canadian literature (English)--Korean Canadian authors,Canadian literature (English)--Korean Canadian authors (authorised),canadian literature (english)--korean canadian authors,Chronological subdivisions cannot be added.,authorised,topical,cash11836,150,
cash11836_450_1,Canadian literature (English)--Korean Canadian authors,Korean Canadian literature (English),Korean Canadian literature (English) (see_from),korean canadian literature (english),,see_from,topical,cash11836,450,
cash11836_550_1,Canadian literature (English)--Korean Canadian authors,Canadian literature--Korean Canadian authors,Canadian literature--Korean Canadian authors (see_also),canadian literature--korean canadian authors,,see_also,topical,cash11836,550,
cash11836_550_2,Canadian literature (English)--Korean Canadian authors,Canadian literature (English)--Minority authors,Canadian literature (English)--Minority authors (see_also),canadian literature (english)--minority authors,,see_also,topical,cash11836,550,
cash11836_750_1,Canadian literature (English)--Korean Canadian authors,Korean literature--Canada,Korean literature--Canada (linked),korean literature--canada,,linked,topical,cash11836,750,LCSH
cash11836_750_2,Canadian literature (English)--Korean Canadian authors,Littérature canadienne-anglaise--Auteurs canadiens d'origine coréenne,Littérature canadienne-anglaise--Auteurs canadiens d'origine coréenne (linked),littérature canadienne-anglaise--auteurs canadiens d'origine coréenne,,linked,topical,cash11836,750,RVM
cash11837_150_1,South African Canadian women,South African Canadian women,South African Canadian women (authorised),south african canadian women,May be subdivided geographically.,authorised,topical,cash11837,150,
cash11837_450_1,South African Canadian women,South African Canadian women--Canada,South African Canadian women--Canada (see_from),south african canadian women--canada,,see_from,topical,cash11837,450,
cash11837_450_2,South African Canadian women,"Women, South African Canadian","Women, South African Canadian (see_from)","women, south african canadian",,see_from,topical,cash11837,450,
cash11837_550_1,South African Canadian women,Women--Canada,Women--Canada (see_also),women--canada,,see_also,topical,cash11837,550,
cash11837_550_2,South African Canadian women,South African Canadians,South African Canadians (see_also),south african canadians,,see_also,topical,cash11837,550,
cash11837_750_1,South African Canadian women,Canadiennes d'origine sud-africaine,Canadiennes d'origine sud-africaine (linked),canadiennes d'origine sud-africaine,,linked,topical,cash11837,750,RVM
cash11838_150_1,Angolan Canadian women,Angolan Canadian women,Angolan Canadian women (authorised),angolan canadian women,May be subdivided geographically.,authorised,topical,cash11838,150,
cash11838_450_1,Angolan Canadian women,Angolan Canadian women--Canada,Angolan Canadian women--Canada (see_from),angolan canadian women--canada,,see_from,topical,cash11838,450,
cash11838_450_2,Angolan Canadian women,"Women, Angolan Canadian","Women, Angolan Canadian (see_from)","women, angolan canadian",,see_from,topical,cash11838,450,
cash11838_550_1,Angolan Canadian women,Women--Canada,Women--Canada (see_also),women--canada,,see_also,topical,cash11838,550,
cash11838_550_2,Angolan Canadian women,Angolan Canadians,Angolan Canadians (see_also),angolan canadians,,see_also,topical,cash11838,550,
cash11838_750_1,Angolan Canadian women,Canadiennes d'origine angolaise,Canadiennes d'origine angolaise (linked),canadiennes d'origine angolaise,,linked,topical,cash11838,750,RVM
cash11839_150_1,Ghanaian Canadian women,Ghanaian Canadian women,Ghanaian Canadian women (authorised),ghanaian canadian women,May be subdivided geographically.,authorised,topical,cash11839,150,
cash11839_450_1,Ghanaian Canadian women,Ghanaian Canadian women--Canada,Ghanaian Canadian women--Canada (see_from),ghanaian canadian women--canada,,see_from,topical,cash11839,450,
cash11839_450_2,Ghanaian Canadian women,"Women, Ghanaian Canadian","Women, Ghanaian Canadian (see_from)","women, ghanaian canadian",,see_from,topical,cash11839,450,
cash11839_550_1,Ghanaian Canadian women,Women--Canada,Women--Canada (see_also),women--canada,,see_also,topical,cash11839,550,
cash11839_550_2,Ghanaian Canadian women,Ghanaian Canadians,Ghanaian Canadians (see_also),ghanaian canadians,,see_also,topical,cash11839,550,
cash11839_750_1,Ghanaian Canadian women,Canadiennes d'origine ghanéenne,Canadiennes d'origine ghanéenne (linked),canadiennes d'origine ghanéenne,,linked,topical,cash11839,750,RVM
cash11840_150_1,West Asian Canadian women,West Asian Canadian women,West Asian Canadian women (authorised),west asian canadian women,May be subdivided geographically.,authorised,topical,cash11840,150,
cash11840_450_1,West Asian Canadian women,West Asian Canadian women--Canada,West Asian Canadian women--Canada (see_from),west asian canadian women--canada,,see_from,topical,cash11840,450,
cash11840_450_2,West Asian Canadian women,"Women, West Asian Canadian","Women, West Asian Canadian (see_from)","women, west asian canadian",,see_from,topical,cash11840,450,
cash11840_550_1,West Asian Canadian women,Women--Canada,Women--Canada (see_also),women--canada,,see_also,topical,cash11840,550,
cash11840_550_2,West Asian Canadian women,West Asian Canadians,West Asian Canadians (see_also),west asian canadians,,see_also,topical,cash11840,550,
cash11840_750_1,West Asian Canadian women,Canadiennes d'origine ouest-asiatique,Canadiennes d'origine ouest-asiatique (linked),canadiennes d'origine ouest-asiatique,,linked,topical,cash11840,750,RVM
cash11841_150_1,Labradorians,Labradorians,Labradorians (authorised),labradorians,May be subdivided geographically.Here are entered works discussing Labradorians outside of the province of Newfoundland and Labrador.  For works about Labradorians in Newfoundland and Labrador see note under Canadians.,authorised,topical,cash11841,150,
cash11841_450_1,Labradorians,Newfoundlanders and Labradorians,Newfoundlanders and Labradorians (see_from),newfoundlanders and labradorians,,see_from,topical,cash11841,450,
cash11841_450_2,Labradorians,Labradorians--Newfoundland and Labrador,Labradorians--Newfoundland and Labrador (see_from),labradorians--newfoundland and labrador,,see_from,topical,cash11841,450,
cash11841_450_3,Labradorians,Labradorians--Newfoundland and Labrador--Labrador,Labradorians--Newfoundland and Labrador--Labrador (see_from),labradorians--newfoundland and labrador--labrador,,see_from,topical,cash11841,450,
cash11841_550_1,Labradorians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11841,550,
cash11841_551_1,Labradorians,Newfoundland and Labrador,Newfoundland and Labrador (see_also),newfoundland and labrador,,see_also,geographic,cash11841,551,
cash11841_551_2,Labradorians,Labrador (N.L.),Labrador (N.L.) (see_also),labrador (n.l.),,see_also,geographic,cash11841,551,
cash11841_750_1,Labradorians,Terre-Neuviens et Labradoriens,Terre-Neuviens et Labradoriens (linked),terre-neuviens et labradoriens,,linked,topical,cash11841,750,RVM
cash11842_150_1,Inuit Elders--Canada,Inuit Elders--Canada,Inuit Elders--Canada (authorised),inuit elders--canada,"May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing Inuit Elders in or from a particular location.",authorised,topical,cash11842,150,
cash11842_450_1,Inuit Elders--Canada,Elders (Inuit)--Canada,Elders (Inuit)--Canada (see_from),elders (inuit)--canada,,see_from,topical,cash11842,450,
cash11842_450_2,Inuit Elders--Canada,"Elders, Inuit--Canada","Elders, Inuit--Canada (see_from)","elders, inuit--canada",,see_from,topical,cash11842,450,
cash11842_451_1,Inuit Elders--Canada,Canada--Inuit Elders,Canada--Inuit Elders (see_from),canada--inuit elders,,see_from,geographic,cash11842,451,
