term_id,authorised_heading,search_term,search_term_display,search_normalized_heading,auth_Note,relationship,heading_type,lc_control_no,marc_tag,thesaurus
cash11842_550_1,Inuit Elders--Canada,Indigenous Elders--Canada,Indigenous Elders--Canada (see_also),indigenous elders--canada,,see_also,topical,cash11842,550,
cash11842_750_1,Inuit Elders--Canada,Inuits--Anciens--Canada,Inuits--Anciens--Canada (linked),inuits--anciens--canada,,linked,topical,cash11842,750,RVM
cash11843_150_1,Chilean Canadian youth,Chilean Canadian youth,Chilean Canadian youth (authorised),chilean canadian youth,May be subdivided geographically.,authorised,topical,cash11843,150,
cash11843_450_1,Chilean Canadian youth,Chilean Canadian youth--Canada,Chilean Canadian youth--Canada (see_from),chilean canadian youth--canada,,see_from,topical,cash11843,450,
cash11843_450_2,Chilean Canadian youth,"Youth, Chilean Canadian","Youth, Chilean Canadian (see_from)","youth, chilean canadian",,see_from,topical,cash11843,450,
cash11843_550_1,Chilean Canadian youth,Youth--Canada,Youth--Canada (see_also),youth--canada,,see_also,topical,cash11843,550,
cash11843_550_2,Chilean Canadian youth,Chilean Canadians,Chilean Canadians (see_also),chilean canadians,,see_also,topical,cash11843,550,
cash11843_750_1,Chilean Canadian youth,Jeunesse canadienne d'origine chilienne,Jeunesse canadienne d'origine chilienne (linked),jeunesse canadienne d'origine chilienne,,linked,topical,cash11843,750,RVM
cash11844_150_1,Chilean Canadians,Chilean Canadians,Chilean Canadians (authorised),chilean canadians,May be subdivided geographically.Here are entered works discussing Canadian citizens of Chilean ancestry.  For examples of topical and form subdivisions applicable under headings for ethnic groups see subdivisions listed under Italian Canadians.,authorised,topical,cash11844,150,
cash11844_450_1,Chilean Canadians,Chilean Canadians--Canada,Chilean Canadians--Canada (see_from),chilean canadians--canada,,see_from,topical,cash11844,450,
cash11844_450_2,Chilean Canadians,Canadians of Chilean ancestry,Canadians of Chilean ancestry (see_from),canadians of chilean ancestry,,see_from,topical,cash11844,450,
cash11844_450_3,Chilean Canadians,Canadians of Chilean ethnic origin,Canadians of Chilean ethnic origin (see_from),canadians of chilean ethnic origin,,see_from,topical,cash11844,450,
cash11844_450_4,Chilean Canadians,Canadians of Chilean origin,Canadians of Chilean origin (see_from),canadians of chilean origin,,see_from,topical,cash11844,450,
cash11844_451_1,Chilean Canadians,Canada--Chileans,Canada--Chileans (see_from),canada--chileans,,see_from,geographic,cash11844,451,
cash11844_550_1,Chilean Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11844,550,
cash11844_550_2,Chilean Canadians,Latin American Canadians,Latin American Canadians (see_also),latin american canadians,,see_also,topical,cash11844,550,
cash11844_550_3,Chilean Canadians,South American Canadians,South American Canadians (see_also),south american canadians,,see_also,topical,cash11844,550,
cash11844_750_1,Chilean Canadians,Canadiens d'origine chilienne,Canadiens d'origine chilienne (linked),canadiens d'origine chilienne,,linked,topical,cash11844,750,RVM
cash11845_150_1,Security certificates (Immigration)--Canada,Security certificates (Immigration)--Canada,Security certificates (Immigration)--Canada (authorised),security certificates (immigration)--canada,,authorised,topical,cash11845,150,
cash11845_451_1,Security certificates (Immigration)--Canada,Canada--Security certificates (Immigration),Canada--Security certificates (Immigration) (see_from),canada--security certificates (immigration),,see_from,geographic,cash11845,451,
cash11845_750_1,Security certificates (Immigration)--Canada,Certificats de sécurité (Immigration)--Canada,Certificats de sécurité (Immigration)--Canada (linked),certificats de sécurité (immigration)--canada,,linked,topical,cash11845,750,RVM
cash11846_150_1,"Motion picture plays, Canadian (English)","Motion picture plays, Canadian (English)","Motion picture plays, Canadian (English) (authorised)","motion picture plays, canadian (english)",May be subdivided geographically for collections by authors from one particular area.,authorised,topical,cash11846,150,
cash11846_550_1,"Motion picture plays, Canadian (English)","Motion picture plays, Canadian","Motion picture plays, Canadian (see_also)","motion picture plays, canadian",,see_also,topical,cash11846,550,
cash11846_750_1,"Motion picture plays, Canadian (English)",Scénarios de cinéma canadiens-anglais,Scénarios de cinéma canadiens-anglais (linked),scénarios de cinéma canadiens-anglais,,linked,topical,cash11846,750,RVM
cash11847_150_1,"Motion picture plays, Canadian (French)","Motion picture plays, Canadian (French)","Motion picture plays, Canadian (French) (authorised)","motion picture plays, canadian (french)",May be subdivided geographically for collections by authors from one particular area.,authorised,topical,cash11847,150,
cash11847_450_1,"Motion picture plays, Canadian (French)",French-Canadian motion picture plays,French-Canadian motion picture plays (see_from),french-canadian motion picture plays,,see_from,topical,cash11847,450,
cash11847_550_1,"Motion picture plays, Canadian (French)","Motion picture plays, Canadian","Motion picture plays, Canadian (see_also)","motion picture plays, canadian",,see_also,topical,cash11847,550,
cash11847_750_1,"Motion picture plays, Canadian (French)","Motion picture plays, French-Canadian","Motion picture plays, French-Canadian (linked)","motion picture plays, french-canadian",,linked,topical,cash11847,750,LCSH
cash11847_750_2,"Motion picture plays, Canadian (French)",Scénarios de cinéma canadiens-français,Scénarios de cinéma canadiens-français (linked),scénarios de cinéma canadiens-français,,linked,topical,cash11847,750,RVM
cash11848_150_1,"Motion picture plays, Canadian (French)--Québec (Province)","Motion picture plays, Canadian (French)--Québec (Province)","Motion picture plays, Canadian (French)--Québec (Province) (authorised)","motion picture plays, canadian (french)--québec (province)",,authorised,topical,cash11848,150,
cash11848_450_1,"Motion picture plays, Canadian (French)--Québec (Province)",Québécois motion picture plays,Québécois motion picture plays (see_from),québécois motion picture plays,,see_from,topical,cash11848,450,
cash11848_450_2,"Motion picture plays, Canadian (French)--Québec (Province)","Motion picture plays, Québécois","Motion picture plays, Québécois (see_from)","motion picture plays, québécois",,see_from,topical,cash11848,450,
cash11848_750_1,"Motion picture plays, Canadian (French)--Québec (Province)","Motion picture plays, French-Canadian--Québec (Province)","Motion picture plays, French-Canadian--Québec (Province) (linked)","motion picture plays, french-canadian--québec (province)",,linked,topical,cash11848,750,LCSH
cash11848_750_2,"Motion picture plays, Canadian (French)--Québec (Province)",Scénarios de cinéma québécois,Scénarios de cinéma québécois (linked),scénarios de cinéma québécois,,linked,topical,cash11848,750,RVM
cash11849_150_1,Ugandan Canadians,Ugandan Canadians,Ugandan Canadians (authorised),ugandan canadians,May be subdivided geographically.Here are entered works discussing Canadian citizens of Ugandan ancestry.For examples of topical and form subdivisions applicable under headings for ethnic groups see subdivisions listed under Italian Canadians.,authorised,topical,cash11849,150,
cash11849_450_1,Ugandan Canadians,Ugandan Canadians--Canada,Ugandan Canadians--Canada (see_from),ugandan canadians--canada,,see_from,topical,cash11849,450,
cash11849_450_2,Ugandan Canadians,Canadians of Ugandan ancestry,Canadians of Ugandan ancestry (see_from),canadians of ugandan ancestry,,see_from,topical,cash11849,450,
cash11849_450_3,Ugandan Canadians,Canadians of Ugandan ethnic origin,Canadians of Ugandan ethnic origin (see_from),canadians of ugandan ethnic origin,,see_from,topical,cash11849,450,
cash11849_450_4,Ugandan Canadians,Canadians of Ugandan origin,Canadians of Ugandan origin (see_from),canadians of ugandan origin,,see_from,topical,cash11849,450,
cash11849_451_1,Ugandan Canadians,Canada--Ugandans,Canada--Ugandans (see_from),canada--ugandans,,see_from,geographic,cash11849,451,
cash11849_550_1,Ugandan Canadians,Africans--Canada,Africans--Canada (see_also),africans--canada,,see_also,topical,cash11849,550,
cash11849_550_2,Ugandan Canadians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash11849,550,
cash11849_750_1,Ugandan Canadians,Canadiens d'origine ougandaise,Canadiens d'origine ougandaise (linked),canadiens d'origine ougandaise,,linked,topical,cash11849,750,RVM
cash11850_150_1,Ugandan Canadian women,Ugandan Canadian women,Ugandan Canadian women (authorised),ugandan canadian women,May be subdivided geographically.,authorised,topical,cash11850,150,
cash11850_450_1,Ugandan Canadian women,Ugandan Canadian women--Canada,Ugandan Canadian women--Canada (see_from),ugandan canadian women--canada,,see_from,topical,cash11850,450,
cash11850_450_2,Ugandan Canadian women,"Women, Ugandan Canadian","Women, Ugandan Canadian (see_from)","women, ugandan canadian",,see_from,topical,cash11850,450,
cash11850_550_1,Ugandan Canadian women,Women--Canada,Women--Canada (see_also),women--canada,,see_also,topical,cash11850,550,
cash11850_550_2,Ugandan Canadian women,Ugandan Canadians,Ugandan Canadians (see_also),ugandan canadians,,see_also,topical,cash11850,550,
cash11850_750_1,Ugandan Canadian women,Canadiennes d'origine ougandaise,Canadiennes d'origine ougandaise (linked),canadiennes d'origine ougandaise,,linked,topical,cash11850,750,RVM
cash11851_151_1,"Beaver Creek (Kootenay Boundary, B.C.)","Beaver Creek (Kootenay Boundary, B.C.)","Beaver Creek (Kootenay Boundary, B.C.) (authorised)","beaver creek (kootenay boundary, b.c.)",For examples of subdivisions applicable under headings for bodies of water see subdivisions listed under Saint Lawrence River.,authorised,geographic,cash11851,151,
cash11851_451_1,"Beaver Creek (Kootenay Boundary, B.C.)","Beaver Creek (Central Kootenay and Kootenay Boundary, B.C.)","Beaver Creek (Central Kootenay and Kootenay Boundary, B.C.) (see_from)","beaver creek (central kootenay and kootenay boundary, b.c.)",,see_from,geographic,cash11851,451,
cash11851_550_1,"Beaver Creek (Kootenay Boundary, B.C.)",Rivers--British Columbia,Rivers--British Columbia (see_also),rivers--british columbia,,see_also,topical,cash11851,550,
cash11851_751_1,"Beaver Creek (Kootenay Boundary, B.C.)","Beaver, Rivière (Kootenay Boundary, C.-B.)","Beaver, Rivière (Kootenay Boundary, C.-B.) (linked)","beaver, rivière (kootenay boundary, c.-b.)",,linked,geographic,cash11851,751,RVM
cash11852_151_1,Pend-d'Oreille River Valley,Pend-d'Oreille River Valley,Pend-d'Oreille River Valley (authorised),pend-d'oreille river valley,,authorised,geographic,cash11852,151,
cash11852_550_1,Pend-d'Oreille River Valley,Valleys--British Columbia,Valleys--British Columbia (see_also),valleys--british columbia,,see_also,topical,cash11852,550,
cash11852_751_1,Pend-d'Oreille River Valley,Pend Oreille River Valley,Pend Oreille River Valley (linked),pend oreille river valley,,linked,geographic,cash11852,751,LCSH
cash11852_751_2,Pend-d'Oreille River Valley,"Pend Oreille, Vallée de la","Pend Oreille, Vallée de la (linked)","pend oreille, vallée de la",,linked,geographic,cash11852,751,RVM
cash11853_150_1,Indigenous young adults--Canada,Indigenous young adults--Canada,Indigenous young adults--Canada (authorised),indigenous young adults--canada,,authorised,topical,cash11853,150,
cash11853_450_1,Indigenous young adults--Canada,Native young adults--Canada,Native young adults--Canada (see_from),native young adults--canada,,see_from,,cash11853,450,
cash11853_450_2,Indigenous young adults--Canada,"Young adults, Indigenous--Canada","Young adults, Indigenous--Canada (see_from)","young adults, indigenous--canada",,see_from,topical,cash11853,450,
cash11853_450_3,Indigenous young adults--Canada,"Young adults, Native--Canada","Young adults, Native--Canada (see_from)","young adults, native--canada",,see_from,topical,cash11853,450,
cash11853_450_4,Indigenous young adults--Canada,Aboriginal young adults--Canada,Aboriginal young adults--Canada (see_from),aboriginal young adults--canada,,see_from,topical,cash11853,450,
